"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende"
2021,"GEDA2021","Adipositas (BMI >= 30)",13.98,9.36,20.37,37,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Bayern",218,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(11.7,16]","3","11.70-16.00"
2021,"GEDA2021","Adipositas (BMI >= 30)",8.72,5.48,13.59,34,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Bayern",233,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[5.99,13.9]","1"," 5.99-13.9"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",18.5,16.04,21.24,529,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Bayern",3265,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.5,20.9]","3","18.5-20.9"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",15.77,13.44,18.41,554,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Bayern",3675,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.4,18.7]","3","15.40-18.7"
2002,"GSTel03","Adipositas (BMI >= 30)",8.4,5.61,12.39,32,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",382,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[5.93,9.59]","1"," 5.93- 9.59"
2006,"GSTel06","Adipositas (BMI >= 30)",17.75,13.45,23.05,47,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",276,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,20.9]","3","16.60-20.9"
2009,"GEDA09","Adipositas (BMI >= 30)",15.02,12.17,18.39,121,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",973,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.3,16.5]","4","13.30-16.50"
2010,"GEDA10","Adipositas (BMI >= 30)",14.17,11.23,17.71,114,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",965,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.4,15.2]","2","13.4-15.2"
2012,"GEDA12","Adipositas (BMI >= 30)",14.32,11.6,17.55,130,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",896,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[13.2,15.4]","1","13.2-15.4"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",15.7,13.1,18.69,133,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",899,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15,16.8]","2","15.0-16.8"
2019,"GEDA2019","Adipositas (BMI >= 30)",15.67,13.39,18.26,303,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",2055,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[15.1,16.7]","1","15.1-16.7"
2021,"GEDA2021","Adipositas (BMI >= 30)",13.09,7.93,20.85,26,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",187,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.7,15.7]","2","11.70-15.7"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.84,14.49,19.48,351,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",2341,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[16.2,18.2]","1","16.2-18.2"
2002,"GSTel03","Adipositas (BMI >= 30)",8.47,5.11,13.73,18,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",167,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[2.83,8.61]","1"," 2.83- 8.61"
2002,"GSTel03","Adipositas (BMI >= 30)",8.33,4.44,15.08,14,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",215,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[7.14,11.3]","1"," 7.14-11.3"
2006,"GSTel06","Adipositas (BMI >= 30)",17.64,11.48,26.12,20,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",117,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(12.5,17.8]","2","12.50-17.8"
2006,"GSTel06","Adipositas (BMI >= 30)",17.84,12.37,25.05,27,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",159,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.6,19.5]","2","14.60-19.5"
2009,"GEDA09","Adipositas (BMI >= 30)",11.63,8.08,16.45,41,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",440,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(10.6,13.7]","3","10.60-13.70"
2009,"GEDA09","Adipositas (BMI >= 30)",18.26,14.14,23.26,80,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",533,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,21.3]","5","17.60-21.30"
2010,"GEDA10","Adipositas (BMI >= 30)",17.57,12.89,23.5,62,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",419,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.1,19]","4","17.1-19.0"
2010,"GEDA10","Adipositas (BMI >= 30)",10.85,7.7,15.1,52,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",546,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[7.82,11.1]","1"," 7.82-11.1"
2012,"GEDA12","Adipositas (BMI >= 30)",13.92,10.29,18.56,64,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",414,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.6,14]","2","11.60-14.0"
2012,"GEDA12","Adipositas (BMI >= 30)",14.7,10.92,19.51,66,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",482,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[11.8,14.9]","1","11.8-14.9"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",14.86,11.24,19.38,59,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",412,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.3,16.6]","2","14.3-16.6"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.5,13.01,20.71,74,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",487,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[14.2,16.6]","1","14.2-16.6"
2019,"GEDA2019","Adipositas (BMI >= 30)",12.36,9.85,15.41,132,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",921,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.4,15.6]","2","11.40-15.6"
2019,"GEDA2019","Adipositas (BMI >= 30)",18.85,15.3,23.02,171,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1134,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,20.1]","3","17.6-20.1"
2021,"GEDA2021","Adipositas (BMI >= 30)",7.55,3.13,17.11,7,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",84,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[3.67,7.99]","1"," 3.67- 7.99"
2021,"GEDA2021","Adipositas (BMI >= 30)",18.52,10.1,31.5,19,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",103,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.2,22.5]","2","16.20-22.5"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.12,12.83,20.06,166,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",1094,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[14.3,16.8]","1","14.3-16.8"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.66,14.52,21.3,185,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1247,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.3,18.5]","2","15.3-18.5"
2002,"GSTel03","Adipositas (BMI >= 30)",10.83,6.54,17.4,31,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",370,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(7.72,10.9]","2"," 7.72-10.90"
2006,"GSTel06","Adipositas (BMI >= 30)",17.92,12.73,24.62,47,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",275,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.2,19.5]","2","15.2-19.5"
2009,"GEDA09","Adipositas (BMI >= 30)",11.19,9.03,13.79,121,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",973,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(9.37,12.7]","3"," 9.37-12.70"
2010,"GEDA10","Adipositas (BMI >= 30)",12.24,9.61,15.47,114,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",964,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[12.2,14]","1","12.2-14.0"
2012,"GEDA12","Adipositas (BMI >= 30)",11.31,9.14,13.92,130,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",891,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[11.3,13.6]","1","11.3-13.6"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",14.62,11.78,18.02,132,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",897,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(12.9,14.8]","2","12.9-14.8"
2019,"GEDA2019","Adipositas (BMI >= 30)",15.86,12.7,19.64,303,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",2052,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[15.7,17.3]","1","15.7-17.3"
2021,"GEDA2021","Adipositas (BMI >= 30)",11.08,6.79,17.57,26,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",187,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[6.13,12.2]","1"," 6.13-12.2"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.66,13.79,19.99,348,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Berlin",2330,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.2,18]","2","16.2-18.0"
2002,"GSTel03","Adipositas (BMI >= 30)",10.37,5.98,17.4,18,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",165,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(6.96,10.7]","2"," 6.96-10.70"
2002,"GSTel03","Adipositas (BMI >= 30)",11.22,5.06,23.06,13,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",205,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(8.56,12]","2"," 8.56-12.00"
2006,"GSTel06","Adipositas (BMI >= 30)",15.52,9.52,24.29,20,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",117,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[12,16.6]","1","12.0-16.6"
2006,"GSTel06","Adipositas (BMI >= 30)",20.21,12.58,30.84,27,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",158,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.5,21.7]","2","15.50-21.7"
2009,"GEDA09","Adipositas (BMI >= 30)",9.3,6.53,13.07,41,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",440,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(6.76,9.9]","2"," 6.76- 9.90"
2009,"GEDA09","Adipositas (BMI >= 30)",13.09,9.99,16.96,80,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",533,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(9.56,13.4]","3"," 9.56-13.4"
2010,"GEDA10","Adipositas (BMI >= 30)",16.06,11.8,21.47,62,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",418,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14.9,16.5]","3","14.9-16.5"
2010,"GEDA10","Adipositas (BMI >= 30)",8.78,5.92,12.85,52,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",546,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[8.67,11.7]","1"," 8.67-11.7"
2012,"GEDA12","Adipositas (BMI >= 30)",12.17,8.95,16.34,64,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",412,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(10.9,13.7]","2","10.90-13.7"
2012,"GEDA12","Adipositas (BMI >= 30)",10.53,7.82,14.02,66,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",479,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[10.4,13.8]","1","10.4-13.8"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",13.32,9.63,18.14,58,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",411,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(12.8,15.5]","2","12.8-15.5"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",15.84,11.81,20.91,74,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",486,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.8,17.9]","3","15.8-17.9"
2019,"GEDA2019","Adipositas (BMI >= 30)",12.64,9.86,16.06,132,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",919,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(9.82,13.9]","2"," 9.82-13.90"
2019,"GEDA2019","Adipositas (BMI >= 30)",18.81,13.64,25.36,171,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1133,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.8,20.5]","2","15.8-20.5"
2021,"GEDA2021","Adipositas (BMI >= 30)",7.04,2.8,16.62,7,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",84,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[3.13,7.42]","1"," 3.13- 7.42"
2021,"GEDA2021","Adipositas (BMI >= 30)",15.52,8.91,25.64,19,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",103,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.9,21.7]","2","13.90-21.7"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",15.76,12.04,20.35,165,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Berlin",1089,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[13.6,16.1]","1","13.6-16.1"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.69,13.53,22.8,183,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1241,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.4,18.7]","3","15.40-18.7"
2002,"GSTel03","Adipositas (BMI >= 30)",16.97,12.38,22.81,45,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",265,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.9,20.6]","4","16.90-20.60"
2006,"GSTel06","Adipositas (BMI >= 30)",27.93,21.58,35.3,48,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",187,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(25.1,29.3]","5","25.10-29.3"
2009,"GEDA09","Adipositas (BMI >= 30)",19.68,15.88,24.14,119,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",667,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.5,19.7]","5","16.50-19.70"
2010,"GEDA10","Adipositas (BMI >= 30)",19.39,15.78,23.59,131,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",686,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.8,20.6]","5","18.8-20.6"
2012,"GEDA12","Adipositas (BMI >= 30)",16.95,14.42,19.82,218,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1173,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,17.6]","2","15.4-17.6"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",22.4,19.59,25.49,217,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1061,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(20.5,22.4]","5","20.5-22.4"
2019,"GEDA2019","Adipositas (BMI >= 30)",23.31,19.19,28.01,159,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",800,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(21.7,23.3]","5","21.7-23.3"
2021,"GEDA2021","Adipositas (BMI >= 30)",16.58,9.87,26.52,21,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",104,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.7,19.7]","3","15.70-19.7"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",23.52,20.38,26.99,320,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1452,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(22.1,24]","4","22.1-24.0"
2002,"GSTel03","Adipositas (BMI >= 30)",15.09,9.09,24.02,18,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",107,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.4,20.2]","3","14.40-20.20"
2002,"GSTel03","Adipositas (BMI >= 30)",18.6,12.4,26.94,27,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",158,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,19.6]","3","15.40-19.6"
2006,"GSTel06","Adipositas (BMI >= 30)",33.64,23.74,45.2,26,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",79,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(28.3,33.6]","5","28.30-33.6"
2006,"GSTel06","Adipositas (BMI >= 30)",22.49,15.17,32.02,22,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",108,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19.5,24.5]","3","19.50-24.5"
2009,"GEDA09","Adipositas (BMI >= 30)",18.07,12.91,24.7,47,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",269,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.7,19.7]","5","16.70-19.70"
2009,"GEDA09","Adipositas (BMI >= 30)",21.29,16.09,27.63,72,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",398,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,21.3]","5","17.60-21.30"
2010,"GEDA10","Adipositas (BMI >= 30)",20.25,14.85,27,54,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",302,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19,20.9]","5","19.0-20.9"
2010,"GEDA10","Adipositas (BMI >= 30)",18.51,14.13,23.87,77,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",384,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.7,21]","4","17.70-21.0"
2012,"GEDA12","Adipositas (BMI >= 30)",16.22,12.81,20.32,109,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",580,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14,16.4]","3","14.00-16.4"
2012,"GEDA12","Adipositas (BMI >= 30)",17.68,14.12,21.9,109,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",593,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.9,18]","2","14.9-18.0"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.8,15.11,23.14,88,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",472,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,19]","3","16.6-19.0"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",25.9,21.86,30.4,129,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",589,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(23.6,25.9]","5","23.6-25.9"
2019,"GEDA2019","Adipositas (BMI >= 30)",28.16,21.71,35.66,81,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",379,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(24,28.2]","5","24.00-28.2"
2019,"GEDA2019","Adipositas (BMI >= 30)",18.55,13.93,24.27,78,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",421,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,20.1]","3","17.6-20.1"
2021,"GEDA2021","Adipositas (BMI >= 30)",15.51,6.81,31.54,9,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",48,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(12.3,16.6]","3","12.30-16.60"
2021,"GEDA2021","Adipositas (BMI >= 30)",17.48,8.84,31.61,12,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",56,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.2,22.5]","2","16.20-22.5"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",26.59,21.65,32.2,156,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",639,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(24.1,26.6]","5","24.1-26.6"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.2,16.74,24.18,164,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",813,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.5,21.7]","3","18.5-21.7"
2002,"GSTel03","Adipositas (BMI >= 30)",14.08,9.9,19.63,44,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",261,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14,17.1]","4","14.00-17.10"
2006,"GSTel06","Adipositas (BMI >= 30)",29.9,21.94,39.3,48,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",187,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(28.1,32.4]","5","28.1-32.4"
2009,"GEDA09","Adipositas (BMI >= 30)",19.34,15.62,23.69,119,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",667,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16,19.3]","5","16.00-19.30"
2010,"GEDA10","Adipositas (BMI >= 30)",18.48,14.86,22.74,131,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",684,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.5,19.2]","4","17.5-19.2"
2012,"GEDA12","Adipositas (BMI >= 30)",16.27,13.89,18.97,218,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1173,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.9,18.2]","3","15.9-18.2"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",20.15,17.17,23.49,217,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1060,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.7,20.6]","5","18.7-20.6"
